domain,length,entropy,label
vhyqxvpd8hj98tk2al2vk5.io,22,3.879664004902594,dga
hamufic.ai,7,2.807354922057604,legit
fafig.biz,5,1.9219280948873623,legit
5e8-i8vwow023xzx.co,16,3.625,dga
rsujnox70tgaoj.org,14,3.521640636343319,dga
qefozk0ml-7ya6vosscb65.info,22,4.186704345910024,dga
qnmjfrn0hk729t7mqxcx4dcp.io,24,4.084962500721156,dga
kuraw-ga.io,8,2.75,legit
vedotonupiwi.org,12,3.2516291673878226,legit
kiyerucoqure.io,12,3.0849625007211556,legit
bs302du1k-nxoixj3nxzis.site,22,3.8796640049025943,dga
guzahex.org,7,2.807354922057604,legit
piyububexepu.top,12,2.6887218755408666,legit
rolic-cejo.io,10,2.9219280948873623,legit
nozuvavayoz.top,11,2.7321588913645702,legit
nudigequka.top,10,3.1219280948873624,legit
305k4-8db2zacg264.ai,17,3.852168723603281,dga
bozafuvaweja.com,12,3.188721875540867,legit
hezafadavayi.org,12,2.9182958340544896,legit
lewikuzasay.co,11,3.2776134368191157,legit
sonerod.site,7,2.521640636343318,legit
zicexuc.site,7,2.5216406363433186,legit
rujekewex.biz,9,2.6416041678685933,legit
dezodekune.info,10,2.6464393446710153,legit
nomacobi.org,8,2.75,legit
quvawecu.site,8,2.75,legit
tecor.co,5,2.321928094887362,legit
yo6h2h3sudrae0moo5c.info,19,3.8924071185928764,dga
morewiq.io,7,2.807354922057604,legit
4pzdzc6x4i-otyb85r9nlc.biz,22,4.186704345910024,dga
6dkf27s88spl5uvy8jvv1ghur.org,25,4.103465189601647,dga
feret.top,5,1.9219280948873623,legit
mj508pxovw49e54lbnxtrhuq0p.co,26,4.315824333525708,dga
9munvtz41mhru6k5evs.com,19,3.9321380397593746,dga
lerivog-did.co,11,3.095795255000934,legit
386trv5330i116cnct78-3jeb.net,25,3.9238561897747246,dga
ga1pjc864tzny9p58.info,17,3.852168723603281,dga
hl5x7yvj6s3t0y5jbz0kbiy.site,23,3.9690016298759927,dga
gegajeyeyo.co,10,2.4464393446710155,legit
zojuduha.co,8,2.75,legit
kixeli.top,6,2.2516291673878226,legit
rigacaco.info,8,2.5,legit
soxazi.biz,6,2.584962500721156,legit
gt1ytlmnfreet4jzjj55wzh.site,23,3.8492239123906247,dga
08atvlszsf4oxt51.org,16,3.75,dga
l4axssp0hgt34wiah3s1gr.io,22,3.7887549139935026,dga
yn43tc5kpci1rgp9-3mm9ihi.com,24,3.970175521464345,dga
wifisowemak-mey.biz,15,3.3735572622751855,legit
gemoyutala.top,10,3.121928094887362,legit
kazeq.biz,5,2.321928094887362,legit
tazoxada.info,8,2.4056390622295662,legit
vopimisaj.site,9,2.94770277922009,legit
gopoxokefiqu.info,12,3.188721875540867,legit
hds1je8dscbb.io,12,3.084962500721156,dga
ay1rf7f2xq9d1ru4-uj6c9x6uw.net,26,4.056020968057882,dga
depadokew.io,9,2.725480556997868,legit
wojikafene.info,10,3.121928094887362,legit
nuwiq.com,5,2.321928094887362,legit
tm7g868cvy-y7l8.com,15,3.3232314287976203,dga
fevisucupas.co,11,3.095795255000934,legit
l4yqll4-tnlai0h9uo.co,18,3.614369445886757,dga
canifi.net,6,2.251629167387823,legit
lv2nydervhoo6sz.com,15,3.640223928941852,dga
7btc0ppu0gzg2f1dbj.co,18,3.7254805569978675,dga
foyuyutuge.net,10,2.6464393446710157,legit
3gnxjb3nscuaajv.info,15,3.373557262275185,dga
bidulupi-qen.info,12,3.251629167387823,legit
618gc2-bs4wrm2xdmu79in.org,22,4.277613436819115,dga
nolakalesa-piw.site,14,3.3248629576173565,legit
oae0ay3yumvsupcxee7rcbku.org,24,3.938721875540867,dga
kixuzuzur.co,9,2.4193819456463714,legit
mofeparedec.biz,11,3.0271691184406184,legit
637uxckcddjv9ldm2536emw.biz,23,3.969001629875993,dga
lvi257odc0fgjx1.ai,15,3.906890595608518,dga
h418kunwyk-u8fh3jz.info,18,3.7254805569978675,dga
u5k94qbhgcuea34fsp0.site,19,4.037401197654112,dga
jilugiman.site,9,2.94770277922009,legit
sumubu-ti.org,9,2.6416041678685938,legit
1a9w92elpjv3ptfyfkz.org,19,3.9321380397593746,dga
fh9svr7pta8omiy7d2ptd96v.com,24,4.084962500721156,dga
g4sxyt6jxlisog453dn.biz,19,3.826874881864637,dga
tuxezojahika.com,12,3.4182958340544896,legit
cadopa.site,6,2.2516291673878226,legit
1hza5w0-1m8ak.ai,13,3.3927474104487847,dga
ruwxwqhgva3m1p3b15tngz3vba.top,26,4.056020968057882,dga
xiduvi.site,6,2.2516291673878226,legit
jesubezonico.info,12,3.2516291673878226,legit
xipuweqap-go.org,12,3.4182958340544896,legit
babirotu.net,8,2.75,legit
3vjebfe0x3ei57f7kyynua3w.biz,24,3.938721875540867,dga
soronigemud.io,11,3.2776134368191157,legit
fodokotop.biz,9,2.2810361125534233,legit
zujinanowe.org,10,3.121928094887362,legit
rimehituw-metu.com,14,3.09306920777189,legit
qv5i-whgyyd8m16vlbt5qytr.ai,24,4.053508854797679,dga
wavibewe.io,8,2.5,legit
fpn54a7v1c3e.top,12,3.584962500721156,dga
cevuvayen.biz,9,2.725480556997868,legit
mkp1tx35w0h-fg1q1pm.org,19,3.7871439606981387,dga
rateto.org,6,2.2516291673878226,legit
wz13dhry22yzy240hghs0b.site,22,3.6292196865240967,dga
tegav.co,5,2.321928094887362,legit
bigacufonas.info,11,3.2776134368191157,legit
tenixafamoj.co,11,3.2776134368191157,legit
pwe101cgio58m86ju7r.io,19,4.037401197654112,dga
lzp1qx4k4di464vgcvxjgcu.net,23,3.8279097821439696,dga
cyi6oqkt2dix.co,12,3.4182958340544896,dga
2ych5se9txngnqu54.biz,17,3.852168723603281,dga
3dmdnmidzd6a.org,12,2.751629167387823,dga
kjyfk59nnbixorzormnm.info,20,3.6841837197791887,dga
dereyiciqal.net,11,3.095795255000934,legit
faforunod.info,9,2.725480556997868,legit
840enx40isnze66lbxm.biz,19,3.616348566075164,dga
vajoc.biz,5,2.321928094887362,legit
notigumihaf.com,11,3.2776134368191157,legit
gufas.org,5,2.321928094887362,legit
lck0t8asp984cbq.org,15,3.6402239289418516,dga
ybbz6ve7oub7g65vc.net,17,3.454822399946606,dga
viwusokojedu-wo.com,15,3.323231428797621,legit
ramamac.site,7,1.8423709931771084,legit
bojehu-qo.biz,9,2.94770277922009,legit
segitunip.org,9,2.94770277922009,legit
rosisam-ruc.co,11,3.095795255000934,legit
2gc8rki25tickbr0tc.net,18,3.3502090290998967,dga
jicimiko.biz,8,2.4056390622295662,legit
yeropi.net,6,2.584962500721156,legit
wibagatoruj-xen.info,15,3.773557262275185,legit
dixamey.ai,7,2.807354922057604,legit
655zszzkszdqxcv1x3zc8wmk.ai,24,3.6845608142862893,dga
ramiyul.info,7,2.807354922057604,legit
muxalogozizo-mida.ai,17,3.337175341123077,legit
mehocin.info,7,2.807354922057604,legit
tywmg05bqehtbi1o.info,16,3.75,dga
nixiroxidoda.io,12,2.688721875540867,legit
ruwaweyoyeh.ai,11,2.9139770731827523,legit
xn4jrt5z06md918upvpvzut.info,23,4.088779347361361,dga
paxevufipef-tuhe.site,16,3.327819531114783,legit
ky146iexeu59nbjqs7fnelv.info,23,4.229871195093383,dga
a8356nq5lynb2buzmnv-cdj1a.co,25,4.213660689688186,dga
yofupigi.org,8,2.75,legit
vinolefimi.ai,10,2.8464393446710154,legit
df3pvvnfdusdg17pb5ags3i.io,23,3.7950885863977324,dga
luradonojoha.co,12,3.0220552088742,legit
holuqizuna.info,10,3.121928094887362,legit
cmnrfpb5qbae49x7icmpkw.net,22,4.095795255000933,dga
xunin.info,5,1.9219280948873623,legit
hyr9v2fi3utn2h.top,14,3.521640636343319,dga
m6q5q5ahexltwgulybmduq3qqe.ai,26,3.8692996998935225,dga
8pjc36j2m32rqwu7ysu.site,19,3.8268748818646365,dga
qisudun.top,7,2.521640636343318,legit
zatopetalewu.co,12,3.0849625007211556,legit
icc-a00vsc1ny.top,13,3.180832987205441,dga
soxilomuqayo.net,12,3.188721875540867,legit
jupudejoyim.site,11,3.095795255000934,legit
5p07no051iiam.info,13,3.238901256602631,dga
vuqicoma.org,8,3.0,legit
rfqfahctd54og.co,13,3.5465935642949384,dga
0714fe02kxkb972f4i1g4az0.com,24,3.772055208874201,dga
jodawasizu.top,10,3.121928094887362,legit
66s8tnub7dgaacxbat-cs0gqp.ai,25,3.973660689688186,dga
tufija.biz,6,2.584962500721156,legit
bulukubobiwa.co,12,2.792481250360578,legit
s5micm3yyboawdg4xsvyts.biz,22,3.9362600275315276,dga
bopitaqos.io,9,2.94770277922009,legit
kayineset.co,9,2.94770277922009,legit
vavufo-ha.org,9,2.725480556997868,legit
g4k749ftzzgiqtx.co,15,3.373557262275186,dga
7g6v02vbocek4gqe.info,16,3.625,dga
dpvg9tc98d9fhse7s.net,17,3.572469458770136,dga
tafidaq.top,7,2.5216406363433186,legit
loyufuy.biz,7,2.235926350629032,legit
tizojotec.co,9,2.725480556997868,legit
rb6mkfh4db70wfditw126d49p.io,25,4.053660689688186,dga
b9comj6l9gl6240ri520n8.org,22,4.004886164091842,dga
nugamoz.co,7,2.807354922057604,legit
jzovw-3tv20ys7.org,14,3.6644977792004623,dga
kspmf9qy745xwd1sdyjy.top,20,3.8841837197791893,dga
wclq68wn8idoc4qxfz8v.site,20,3.7841837197791888,dga
fdar61jqpwkpye2w8.co,17,3.852168723603281,dga
i8tsamtvgmz-rg2t2mnaz.ai,21,3.5585186130489057,dga
tehatexay.biz,9,2.5032583347756456,legit
ducodesibumu.info,12,3.0220552088742005,legit
jopodeq-lova.site,12,3.188721875540867,legit
5kajqtb5uqttlx30cjpdi.top,21,3.8801799226757376,dga
fzufxf1pryi8kcdo98pgw616f1.info,26,3.979097891134805,dga
hepf5zpdfkggxh.com,14,3.2359263506290326,dga
hz7ujn0xxl673n053och.io,20,3.721928094887362,dga
fejesineti-zizi.top,15,2.923231428797621,legit
c22aok1ozhlbcswnurqz1mk3tf.top,26,4.23890125660263,dga
kilofikesa.biz,10,2.9219280948873623,legit
8mhkdenya0paqhpqtx.io,18,3.7254805569978675,dga
5qq-f08yzunp1igif014r6ab.net,24,4.168295834054489,dga
seyicijuhug.top,11,3.095795255000934,legit
qfpbxj4k8opaflo-3d4.site,19,3.826874881864637,dga
hurucacalofo.io,12,2.918295834054489,legit
kixutur.co,7,2.521640636343318,legit
diyukayim.com,9,2.725480556997868,legit
soqefuvoga.net,10,3.121928094887362,legit
weyurigo.biz,8,3.0,legit
qto91a2royayhe-o8kgx7yeg0c.site,26,4.103909910282364,dga
kiyebu.ai,6,2.584962500721156,legit
2twapjoj9gf0grn6vk5tjpj.info,23,3.9148663038831,dga
yl1yf5ahvi9kllsse69.top,19,3.6818808028034025,dga
9s7n8iyv3yxfzas4fk5u.ai,20,4.021928094887363,dga
b74thqeh8rqzp1juujkda.info,21,4.011365041826379,dga
xopiy.io,5,2.321928094887362,legit
gu1yn5pu6a8iwpbrbrxg0ouhwv.org,26,4.132944044980959,dga
nufik.top,5,2.321928094887362,legit
zikogofaxofu.info,12,3.0220552088742,legit
hiwefiyizaxu-qow.biz,16,3.577819531114783,legit
nuhitanon.com,9,2.6416041678685933,legit
petudux.site,7,2.521640636343318,legit
r315j3ilpsiq46qplm2g.ai,20,3.821928094887362,dga
gfc1v0qpq5741.site,13,3.3927474104487847,dga
kayex.site,5,2.321928094887362,legit
suposeq.com,7,2.521640636343318,legit
c9p5ju4mybx6qr32ilp.biz,19,4.142664355548848,dga
58q02hosd14ktq.site,14,3.6644977792004623,dga
kvq77rcw218v2mi93ch8.io,20,3.821928094887362,dga
0zxkw53l4v8zykgvg2s2ey8.biz,23,3.9148663038831,dga
3vffdltlndhgv2bjcwsefygwc.site,25,3.973660689688186,dga
ogg07ngp3x3r1j-dwv1k99.biz,22,3.9705730958116847,dga
vohozow-codi.top,12,2.9182958340544896,legit
neyoxoh.top,7,2.521640636343318,legit
8uzo29rxripfbw0up6ht0n.biz,22,4.095795255000933,dga
wilagibun.com,9,2.94770277922009,legit
3ldgcixefqti3v.site,14,3.521640636343319,dga
docoqefi.org,8,2.75,legit
1qbvhrtxon18zq90.co,16,3.75,dga
riwaqavaza.org,10,2.5219280948873624,legit
gajenoraf.info,9,2.94770277922009,legit
furivobaq.com,9,3.169925001442312,legit
fm273uztjendypymuf4.io,19,3.8268748818646374,dga
jubifefeda.com,10,2.9219280948873623,legit
o9rk3gkvnc914045pmm.ai,19,3.826874881864637,dga
ludazoj.net,7,2.807354922057604,legit
hihok.biz,5,1.9219280948873623,legit
ttnbfrl39xucxr6xjujj.site,20,3.5464393446710156,dga
hfq2nc60mzxrvxz0haekgc.ai,22,4.004886164091842,dga
qn5mj2ed4hz96l46w9hs.site,20,3.9219280948873627,dga
gocexl5tzfuzlgtkrjvhg2.site,22,3.970573095811685,dga
friwqdjpv1vetpwwlc8xd.net,21,3.8801799226757376,dga
bavag.top,5,1.9219280948873623,legit
2pnumyle4dr7czh0ckjepa.io,22,4.186704345910024,dga
kgvdzw62vgka.co,12,3.084962500721156,dga
x5g789a8t458q9ls.biz,16,3.452819531114783,dga
kowizinimaq.io,11,3.0271691184406184,legit
szf46cokibkjh2x4r.io,17,3.852168723603281,dga
wufurofo.info,8,2.25,legit
aii1wo2m2u3ev0u02-bjj8.io,22,3.8796640049025943,dga
texuyumagur.site,11,3.0271691184406184,legit
fofegep.com,7,2.2359263506290326,legit
72zwr6lv690tyaz.site,15,3.640223928941852,dga
7bl8sapts1fsfygcvpve.com,20,3.7841837197791883,dga
72m2k81ca3cacabop.co,17,3.41041725276052,dga
nz4ci31ge3h3dzaote88sl9lhc.site,26,4.056020968057882,dga
3wewuz6s3nn2x1ey1oy6pk.ai,22,3.8230679822736606,dga
4ygdbz6hgqicnfzxi0p2a.net,21,4.106603137064474,dga
4hi9sgsnw6uremnfo.info,17,3.852168723603281,dga
miwufol.net,7,2.807354922057604,legit
kawew.top,5,1.9219280948873623,legit
55u0t87c58xksa2zk.com,17,3.5724694587701356,dga
ronuzugafiw.com,11,3.2776134368191157,legit
muriyujo.co,8,2.75,legit
lovaxe.ai,6,2.584962500721156,legit
eakukvhe5c0upanomy8a.biz,20,3.7841837197791888,dga
xonoq.info,5,1.9219280948873623,legit
2321m1-0yrj3qofa.com,16,3.625,dga
loniqizaq.site,9,2.725480556997868,legit
9u1c6ofc1ldde51kz5.com,18,3.5724312513221195,dga
aad7vvdxmnzffc0g-sfgqj.io,22,3.8796640049025943,dga
simukebete.site,10,2.8464393446710154,legit
oi4sgef16pq266jj26ziw3l.io,23,3.9148663038831004,dga
sejxyrtm-lt1q.net,13,3.546593564294939,dga
puvihece.com,8,2.75,legit
mv0bksl7fy3k1h6k.com,16,3.702819531114783,dga
yeresuhu.top,8,2.5,legit
1wjqxqhvn7sreb9a.org,16,3.875,dga
hbslj4-fc3m6lq0j.top,16,3.75,dga
wixowexop-ku.info,12,3.084962500721156,legit
yajaraf.com,7,2.1280852788913944,legit
sudosexik.top,9,2.94770277922009,legit
dunato-safe.org,11,3.2776134368191157,legit
a2i6v74pw9-bp33mazui.io,20,3.9219280948873627,dga
02v35x55kp0hu8-i9f0712y.org,23,4.023136955868885,dga
lihewu.co,6,2.584962500721156,legit
kotut.site,5,1.9219280948873623,legit
ydosyqw02lvt.io,12,3.4182958340544896,dga
fehiyaquyox.top,11,3.2776134368191157,legit
cihobajoce.net,10,2.9219280948873623,legit
ciyoceket.org,9,2.725480556997868,legit
zyjikfffz-j9vfj0zc5zzhj6gn.com,26,3.6385304691242917,dga
vikicacaje.net,10,2.721928094887362,legit
vigenerebor.co,11,2.8453509366224363,legit
kif-5uayt6dwkt821logep.biz,22,4.277613436819116,dga
p6n1wqbpmsxw1.ai,13,3.238901256602631,dga
k5j14b-uxt128mlj7xdil.top,21,4.011365041826379,dga
likumareqa.top,10,3.121928094887362,legit
trjxxzed5s7d7ykcx.top,17,3.5724694587701356,dga
w4eu4w63hxhy4l43706vc.top,21,3.6304126608739975,dga
watujifuqiy.biz,11,3.095795255000934,legit
l3b7a4x5ql5hph8b0v2ztrodim.io,26,4.392747410448784,dga
o34840lcd-ujc02.info,15,3.5068905956085183,dga
xefejonilud.co,11,3.2776134368191157,legit
gmio98gb2mu-ice3a.net,17,3.7345216647797517,dga
wuzesumaw.io,9,2.725480556997868,legit
tugini.ai,6,2.2516291673878226,legit
sidimunop.biz,9,2.94770277922009,legit
jetah.info,5,2.321928094887362,legit
maukq8cpjdi3c8zbqrh.site,19,3.9321380397593746,dga
f9whxr3gi2yz.com,12,3.584962500721156,dga
hovezaxo.org,8,2.75,legit
qogira.co,6,2.584962500721156,legit
09bhvs98ez4qmgk5.co,16,3.875,dga
letajequtowu.org,12,3.0849625007211556,legit
jezubofehuk.co,11,3.095795255000934,legit
l5y0w15jqeuvl2w50x05izyk8.site,25,3.893660689688186,dga
hlxcm9tb7ht4.info,12,3.251629167387823,dga
zg4agfgtx6kinnm2u.info,17,3.690116517593665,dga
uhbxtx7gouamf.net,13,3.392747410448785,dga
oua1x09i6y9xysl.co,15,3.5068905956085192,dga
dikom.top,5,2.321928094887362,legit
juxukoqumof.io,11,2.8453509366224368,legit
yq7ceniml98qp2s0ni9.biz,19,3.826874881864637,dga
wbns6453zxiuoa90k5edw2ga.ai,24,4.334962500721156,dga
kolokaweluj.info,11,2.9139770731827523,legit
a3cv3wi1irt26d980.org,17,3.852168723603281,dga
uzc2kroxn-agwt.org,14,3.8073549220576055,dga
kubct9wsvmpp92eyh5c.site,19,3.9321380397593746,dga
wakanihe.net,8,2.75,legit
buyuturuze.site,10,2.521928094887362,legit
xonuzugaz.io,9,2.725480556997868,legit
mupoq.biz,5,2.321928094887362,legit
pacezuhusa.ai,10,2.9219280948873623,legit
gd48yfey9r2e97szvejz-lxzr.site,25,4.023465189601647,dga
nafuve.ai,6,2.584962500721156,legit
tu6odi2p-rrwz5uz.com,16,3.625,dga
zhzgtjjed2-khp.org,14,3.378783493486176,dga
dubakone-row.biz,12,3.4182958340544896,legit
mijekoxuye.net,10,3.121928094887362,legit
bobenod.biz,7,2.2359263506290326,legit
s2wy33nuze5xl.ai,13,3.5465935642949384,dga
yimanofexuk.com,11,3.4594316186372978,legit
key0pmsg846ozrkqey-u78no8r0.io,27,4.134336113194451,dga
npqdjtwl04zqun.info,14,3.521640636343319,dga
nfml6l7a0d15zcuxxol8h.io,21,4.070656113151929,dga
6v0jutl5af4s4g8f4i6lv.org,21,3.7849418274376423,dga
9heh-5gkq8u5m91dqgl893df.top,24,3.8868421881310113,dga
quhivaxowi-le.org,13,3.5465935642949384,legit
tisikezasesa.io,12,2.688721875540867,legit
vinogizol.net,9,2.725480556997868,legit
h5u3a27s431psj4y.org,16,3.625,dga
b3a8560mo0xd9zz55f.co,18,3.6835423624332306,dga
tedev.co,5,1.9219280948873623,legit
csrig9myp-53mveu.top,16,3.875,dga
olft3r5q50a2t-2qag3.ai,19,3.616348566075164,dga
mukeqiciro.site,10,3.121928094887362,legit
tx8zyv-f2aav43us.info,16,3.75,dga
lated.org,5,2.321928094887362,legit
e0byc1-g2iyt8lodsq5p3.top,21,4.297079327540665,dga
huviv.top,5,1.9219280948873623,legit
dapexehuni-bufa.top,15,3.506890595608519,legit
lekoja.net,6,2.584962500721156,legit
f8s5pxvv9dyh.net,12,3.4182958340544896,dga
xibukovuvet.biz,11,3.095795255000934,legit
bofun.biz,5,2.321928094887362,legit
v7uun92k4ctw2tk6-m494qe6x4.io,26,3.9312089489103226,dga
0fcgq2rr31z90rh9.io,16,3.452819531114783,dga
mibivavu-gi.top,11,2.8453509366224368,legit
q9a9dz8f9wpd-dgdv8tj.info,20,3.5841837197791886,dga
kfljihtag6xqvnzma7z9.info,20,4.1219280948873624,dga
zf447zpjki4t8qs-v8b1.site,20,3.8841837197791893,dga
43yez2a6kinmyvvm8-oj75.net,22,4.186704345910025,dga
tolado.co,6,2.251629167387823,legit
0btjcsh0-cs98.org,13,3.238901256602631,dga
bifequxope-qope.ai,15,3.189898095464287,legit
04mbo84iacg2ldbd.net,16,3.625,dga
j1a3efq1iq489mdekodqc.info,21,3.8801799226757376,dga
7uf0kykoopsh8rqpvuzb53.net,22,4.095795255000933,dga
linokujoj.net,9,2.725480556997868,legit
unyohhfitpymz.biz,13,3.3927474104487847,dga
vzopx-6dm68ntye5ut9et8xz0.io,25,4.053660689688186,dga
ag1ca-u4o5neu4jrxqf9.site,20,4.021928094887363,dga
homosok.io,7,2.128085278891394,legit
jqrt509umqresj.ai,14,3.378783493486176,dga
2hqdzluc03o0mu2n4c.co,18,3.7254805569978675,dga
zapopo.top,6,1.9182958340544893,legit
wizahogig.org,9,2.725480556997868,legit
xs192fcaeqy0qnmzm9i7dn.io,22,4.095795255000934,dga
c28m8thdnpxr6v4-duzmq0cb6.ai,25,4.243856189774724,dga
sovorunihe.site,10,3.121928094887362,legit
minucawefo.co,10,3.321928094887362,legit
0vqs1own24ug3.site,13,3.7004397181410926,dga
xipigujeho.org,10,3.121928094887362,legit
yatevurodes.com,11,3.2776134368191157,legit
cobovudidoj-xe.org,14,3.3248629576173565,legit
fow4czlnkr6y0ilg9-h6ffe.org,23,4.1429146733542535,dga
tecacapamugu.top,12,2.8553885422075336,legit
m8df83rrgpwd6h-c5gvqh5.net,22,3.913977073182752,dga
baweyir.org,7,2.807354922057604,legit
jadahigefoba.io,12,3.188721875540867,legit
wiritu.biz,6,2.2516291673878226,legit
0t3g58ljihcw4416xg9b1s.site,22,4.186704345910024,dga
cigewapipa.org,10,2.7219280948873625,legit
e1ae490yc6lio4ajyka.io,19,3.6818808028034016,dga
kdoe4i6cgmhsg8nw4-bot3jskd.ai,26,4.238901256602631,dga
3sltfur7pukth8zow96oh-4rg3.site,26,4.238901256602631,dga
ie30ef3i8s9vpp2o.io,16,3.5,dga
lyky4149mgxw.top,12,3.251629167387823,dga
mxfdx7deru236c.top,14,3.521640636343319,dga
e7xxy9g2qx4f47p.top,15,3.323231428797621,dga
y0t0oe5l-m93wowfu.net,17,3.7345216647797517,dga
gbcatve1r503b00.site,15,3.4565647621309536,dga
razuzudopuq-xi.io,14,3.3248629576173565,legit
3fm-sb50cqkh6fp2u7.org,18,4.058813890331201,dga
fogivi-duna.site,11,3.2776134368191157,legit
tgox0fxvtxqmym.site,14,3.1820058147602133,dga
wofozebakil.co,11,3.2776134368191157,legit
cixomof.io,7,2.521640636343318,legit
xb2cmjyml-6q9c.ai,14,3.521640636343319,dga
2rb-dc8mxmo0b3t6ru63a.biz,21,3.916126946588284,dga
vofepur-joq.org,11,3.2776134368191157,legit
hiqaniyif.net,9,2.6416041678685933,legit
poludiz-ji.info,10,3.121928094887362,legit
s2tnbyacntg30vr.site,15,3.640223928941852,dga
lihebi.net,6,2.251629167387823,legit
carajugoga.ai,10,2.6464393446710153,legit
xuhotuvulu-ci.net,13,3.085055102756477,legit
djthzbwmlkr8as8hex3.site,19,4.037401197654112,dga
biqesufepowe-gas.co,16,3.577819531114783,legit
vajajojodafa.ai,12,2.355388542207534,legit
tua0p5oo61rzlxxe.top,16,3.75,dga
metatizamaci.site,12,2.688721875540867,legit
mua65h66mihaphg4vixx.net,20,3.446439344671015,dga
satani.com,6,2.2516291673878226,legit
mixevinupa.site,10,3.121928094887362,legit
gidotonug.com,9,2.725480556997868,legit
hahobibiho.site,10,2.2464393446710154,legit
denufazogaru-qa.top,15,3.4565647621309536,legit
gkiskc3dut2cain0oh3806qw.info,24,4.168295834054489,dga
gufibapeba-ri.ai,13,3.238901256602631,legit
kdkpdrf2vs7k1vnibys.com,19,3.681880802803402,dga
rbhp-cx3debk0zbto2af76.top,22,4.243300368538957,dga
lazadoji.info,8,2.75,legit
foyubehef.top,9,2.725480556997868,legit
z0onppdqavnxdlakc12g92v.io,23,4.00182282562223,dga
3psp346-f5j9v.ai,13,3.3927474104487847,dga
pakan.io,5,1.9219280948873623,legit
7q1z5w6p8fca4yp.co,15,3.773557262275185,dga
yiwosudadeye-ri.net,15,3.3735572622751855,legit
y3qy6uuepv7l9vsoblo6nh6vo8.site,26,3.9210296217376155,dga
5df5g7zll6fu8jz-uzm.com,19,3.5766176449086657,dga
juvibaxuzi.co,10,2.9219280948873623,legit
8dxoet-exm3th8ztrpbm0jwk.co,24,4.053508854797678,dga
bsf81lk-6dv3e1.io,14,3.6644977792004623,dga
senefow-hume.net,12,3.188721875540867,legit
dugucaz.top,7,2.521640636343318,legit
mital.site,5,2.321928094887362,legit
tirimu.net,6,2.2516291673878226,legit
a81-37vhdts1n4mbovahzjv5.top,24,4.136842188131012,dga
k0hnpn5t8zti8icemj9k.top,20,3.821928094887362,dga
qoverocaqo.org,10,2.6464393446710153,legit
dsxr-2ldb0ijmb9r.ai,16,3.625,dga
0lomrw4e2z1bhjbc31hr8p.co,22,4.095795255000933,dga
358w0-9z0pzv808z.top,16,3.1084585933443494,dga
nojiwiwesuwa.biz,12,3.0220552088742005,legit
gackiqi132tyu9j11iwv0v.net,22,3.936260027531527,dga
w0xlg2uj191k5f.site,14,3.6644977792004623,dga
kuhotubuq.top,9,2.6416041678685938,legit
xakeceg-bu.io,10,3.121928094887362,legit
takinawidoqi.ai,12,3.0220552088742,legit
kebasigu-livi.com,13,3.334679141051595,legit
1jcj3ov5bn7pq7.org,14,3.521640636343319,dga
aqtnde7nrgd6hpyclzb.info,19,4.037401197654112,dga
cimakag.io,7,2.5216406363433186,legit
6tjuzxdk4s2bu83gc9e.org,19,4.142664355548848,dga
d4yofrf4az7abzunlbwxy8duy.net,25,3.8936606896881862,dga
woyoh.biz,5,1.9219280948873623,legit
1yc9vy055j-tkl2fcwgqcsp2.ai,24,4.136842188131012,dga
wohenece.org,8,2.4056390622295662,legit
vfzcr6aesqp5i7oz5n.top,18,3.94770277922009,dga
hko0r2wn14hkclqmp26dyi.info,22,4.186704345910024,dga
5bsy-mt10zvcm1t3r468y18b1p.io,26,4.0081320258334,dga
huxacibal-xa.info,12,3.0220552088742005,legit
vihap.com,5,2.321928094887362,legit
8x9fe4no4n2snqyr11.org,18,3.68354236243323,dga
e2lqp6iu99l6x5.site,14,3.378783493486176,dga
xsw7q4cvtvdqs49il1dda55.site,23,3.8820451081368623,dga
iei24d6e04kbgm9dh2gb.org,20,3.621928094887362,dga
2u465bdm0mxuf1.org,14,3.521640636343319,dga
datufe.biz,6,2.584962500721156,legit
wjw-ahycwkwqyu1w7sbhaknk.site,24,3.6531071683628116,dga
srwvlu7auqd3st9sc8z.net,19,3.8924071185928764,dga
qayaraheko.ai,10,2.8464393446710154,legit
sbq2nj5-y69xo68twzk4pu.top,22,4.368522527728206,dga
noritiq.biz,7,2.5216406363433186,legit
fiyezucudolo-yuwo.com,17,3.4104172527605194,legit
ruwerayako.co,10,2.9219280948873623,legit
jajutuwem.site,9,2.725480556997868,legit
wcw1q7u2rqrrr4.org,14,2.950212064914747,dga
jinasereceh.co,11,3.0271691184406184,legit
nozovaw.site,7,2.5216406363433186,legit
v5d7rsbeeusupu.top,14,3.1820058147602133,dga
bovepino.biz,8,2.75,legit
xebiyi.net,6,2.2516291673878226,legit
l0rkcw7tp-g0c.org,13,3.3927474104487847,dga
mocoqozom-vic.com,13,2.7773627950641693,legit
jenifa.site,6,2.584962500721156,legit
fbqk48hifa5n.site,12,3.4182958340544896,dga
us4pjnpmxsiom8anirraxu86r.biz,25,3.7336606896881857,dga
dejeqekodeli.top,12,2.751629167387823,legit
fabot.info,5,2.321928094887362,legit
yepozuhezub.biz,11,2.9139770731827523,legit
pqpcxah9e63741x.ai,15,3.640223928941852,dga
cehihoy.info,7,2.5216406363433186,legit
zvhrg27wvyp6.biz,12,3.4182958340544896,dga
